omega_mult,omega,max_abs_skew,max_r_a_minus_s
1.0,2.4200000000000004,,23.51375257163481
2.0,4.840000000000001,0.1639380977567697,1.4364270222884272
5.0,12.100000000000001,0.04123717183861686,0.40742783462350474
10.0,24.200000000000003,0.01834862900111034,0.18742181809740543
